id_denue,clee,nombre_establecimiento,nombre_normalizado,razon_social,codigo_scian,actividad_scian,categoria_enfoque,subcategoria,sector,es_oferta_deportiva,es_gimnasio_acondicionamiento,es_club_deportivo,es_servicio_adulto_mayor,mencion_explicita_adulto_mayor,terminos_adulto_mayor,criterio_adulto_mayor,requiere_revision_manual,motivo_revision,posible_duplicado_nombre_coordenadas,personal_ocupado,tipo_vialidad,nombre_vialidad,numero_exterior,letra_exterior,numero_interior,letra_interior,direccion_limpia,tipo_asentamiento,asentamiento,codigo_postal,codigo_postal_valido,clave_entidad,entidad,clave_alcaldia,alcaldia,clave_localidad,localidad,ageb,manzana,clave_municipio,clave_ageb,clave_manzana,latitud,longitud,coordenadas_validas,telefono,correo_electronico,sitio_web,tipo_unidad_economica,fecha_alta_denue,anio_alta_denue,mes_alta_denue,anio_datos,mes_corte,edicion_denue
7628491,,CAM CASA DEL ADULTO MAYOR SANTA CRUZ XOCHITEPEC,CAM CASA DEL ADULTO MAYOR SANTA CRUZ XOCHITEPEC,ALCALDIA XOCHIMILCO,713942,Clubes deportivos del sector público,oferta_deportiva|servicio_adulto_mayor,club_deportivo,publico,1,0,1,1,1,ADULTO MAYOR,palabra_clave,1,palabra_clave_sin_codigo_scian_directo,0,0 a 5 personas,CALLE,COMERCIO,0,SN,0,,CALLE COMERCIO 0 SN INT 0 PUEBLO SANTA CRUZ XOCHITEPEC 16100,PUEBLO,SANTA CRUZ XOCHITEPEC,16100,1,09,CIUDAD DE MÉXICO,013,Xochimilco,0001,Xochimilco,0372,030,09013,0901300010372,0901300010372030,19.25393744,-99.13006031,1,,,,Fijo,2019-11,2019,11,2020,11,2020-11
8646288,,CASA DE DIA DEL ADULTO MAYOR TLATILCO,CASA DE DIA DEL ADULTO MAYOR TLATILCO,INSTITUTO NACIONAL DE LAS PERSONAS ADULTAS MAYORES,623312,Asilos y otras residencias del sector público para el cuidado de ancianos,servicio_adulto_mayor,residencia_cuidado,publico,0,0,0,1,1,ADULTAS MAYORES|ADULTO MAYOR,codigo_scian_y_palabra_clave,0,,0,11 a 30 personas,CALZADA,TLATILCO,33,,,,CALZADA TLATILCO 33 COLONIA TLATILCO 02860,COLONIA,TLATILCO,02860,1,09,CIUDAD DE MÉXICO,002,Azcapotzalco,0001,Azcapotzalco,0858,033,09002,0900200010858,0900200010858033,19.4594272,-99.16439062,1,,,,Fijo,2019-11,2019,11,2020,11,2020-11
741341,,CASA DEL ADULTO MAYOR,CASA DEL ADULTO MAYOR,BIENESTAR INAPAM,624122,Centros del sector público dedicados a la atención y cuidado diurno de ancianos y discapacitados,servicio_adulto_mayor,centro_cuidado_diurno,publico,0,0,0,1,1,ADULTO MAYOR|INAPAM,codigo_scian_y_palabra_clave,0,,0,0 a 5 personas,CALZADA,TLATILCO,,SN,,,CALZADA TLATILCO SN COLONIA TLATILCO 02860,COLONIA,TLATILCO,02860,1,09,CIUDAD DE MÉXICO,002,Azcapotzalco,0001,Azcapotzalco,0858,033,09002,0900200010858,0900200010858033,19.45944832,-99.16438595,1,,,WWW.INAPAM.GOB.MX,Fijo,2010-07,2010,07,2020,11,2020-11
683216,,CASA HOGAR VICENTE GARCIA TORRES,CASA HOGAR VICENTE GARCIA TORRES,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,623312,Asilos y otras residencias del sector público para el cuidado de ancianos,servicio_adulto_mayor,residencia_cuidado,publico,0,0,0,1,0,,codigo_scian,0,,0,11 a 30 personas,AVENIDA,AZCAPOTZALCO,59,,0,,AVENIDA AZCAPOTZALCO 59 INT 0 COLONIA SAN ALVARO 02090,COLONIA,SAN ALVARO,02090,1,09,CIUDAD DE MÉXICO,002,Azcapotzalco,0001,Azcapotzalco,0792,011,09002,0900200010792,0900200010792011,19.46117138,-99.18835253,1,,rodolfo.carrasco@dif.gob.mx,WWW.DIF.GOB.MX,Fijo,2014-12,2014,12,2020,11,2020-11
739148,,CENTRO DE DÍA NUEVA SANTA MARÍA,CENTRO DE DIA NUEVA SANTA MARIA,INSTITUTO MEXICANO DEL SEGURO SOCIAL,624122,Centros del sector público dedicados a la atención y cuidado diurno de ancianos y discapacitados,servicio_adulto_mayor,centro_cuidado_diurno,publico,0,0,0,1,0,,codigo_scian,0,,0,0 a 5 personas,AVENIDA,AVENIDA DE LOS MAESTROS,486,SN,0,,AVENIDA AVENIDA DE LOS MAESTROS 486 SN INT 0 COLONIA NUEVA SANTA MARIA 02800,COLONIA,NUEVA SANTA MARIA,02800,1,09,CIUDAD DE MÉXICO,002,Azcapotzalco,0001,Azcapotzalco,0843,021,09002,0900200010843,0900200010843021,19.4613787,-99.1653536,1,,minerva_459@hotmail.com,,Fijo,2010-07,2010,07,2020,11,2020-11
8000433,,FUNDACION CENTRO DE PROMOCION GERONTOLOGICA CENTRO HISTORICO CIUDAD DE MEXICO I.A.P,FUNDACION CENTRO DE PROMOCION GERONTOLOGICA CENTRO HISTORICO CIUDAD DE MEXICO I A P,CENPROGIAP,624121,Centros del sector privado dedicados a la atención y cuidado diurno de ancianos y discapacitados,servicio_adulto_mayor,centro_cuidado_diurno,privado,0,0,0,1,1,GERONTOLOG,codigo_scian_y_palabra_clave,0,,0,11 a 30 personas,CALLE,NORTE 81,200,,0,,CALLE NORTE 81 200 INT 0 COLONIA CLAVERIA 02080,COLONIA,CLAVERIA,02080,1,09,CIUDAD DE MÉXICO,002,Azcapotzalco,0001,Azcapotzalco,0701,004,09002,0900200010701,0900200010701004,19.4668439,-99.17859184,1,,cenprogiap@hotmail.com,WWW.CENPROGIAP.ORG.MX,Fijo,2019-11,2019,11,2020,11,2020-11
667589,,INSTITUCION DE ASISTENCIA PRIVADA CASA BETTI,INSTITUCION DE ASISTENCIA PRIVADA CASA BETTI,INSTITUCION DE ASISTENCIA PRIVADA CASA BETTI,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,servicio_adulto_mayor,residencia_cuidado,privado,0,0,0,1,0,,codigo_scian,0,,0,31 a 50 personas,CALLE,SAN SEBASTIAN,82,,,,CALLE SAN SEBASTIAN 82 COLONIA SAN SEBASTIAN 02040,COLONIA,SAN SEBASTIAN,02040,1,09,CIUDAD DE MÉXICO,002,Azcapotzalco,0001,Azcapotzalco,0345,005,09002,0900200010345,0900200010345005,19.48092762,-99.1805378,1,,cb.direccion@hotmail.com,WWW.CASABETTI.GOB.MX,Fijo,2010-07,2010,07,2020,11,2020-11
684022,,LA DE MONINA,LA DE MONINA,,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,servicio_adulto_mayor,residencia_cuidado,privado,0,0,0,1,0,,codigo_scian,0,,0,0 a 5 personas,CALLE,NORTE 89-A,501,,,,CALLE NORTE 89-A 501 COLONIA SANTA MARIA MALINALCO 02050,COLONIA,SANTA MARIA MALINALCO,02050,1,09,CIUDAD DE MÉXICO,002,Azcapotzalco,0001,Azcapotzalco,0491,004,09002,0900200010491,0900200010491004,19.47718164,-99.1793498,1,5563635286,lacasademonina@outlook.com,,Fijo,2014-12,2014,12,2020,11,2020-11
9300061,,RESIDENCIA TEODORO GILDRED,RESIDENCIA TEODORO GILDRED,FUNDACION BRINGAS HAGHENBECK IAP,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,servicio_adulto_mayor,residencia_cuidado,privado,0,0,0,1,0,,codigo_scian,1,codigo_postal_faltante_o_invalido,0,31 a 50 personas,CALLE,SAN SEBASTIAN,110,,,,CALLE SAN SEBASTIAN 110 COLONIA SAN SEBASTIAN,COLONIA,SAN SEBASTIAN,,0,09,CIUDAD DE MÉXICO,002,Azcapotzalco,0001,Azcapotzalco,0345,005,09002,0900200010345,0900200010345005,19.48065411,-99.17966701,1,0,,,Fijo,2020-11,2020,11,2020,11,2020-11
658173,,TERCER HOGAR,TERCER HOGAR,TERCER HOGAR SC,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,servicio_adulto_mayor,residencia_cuidado,privado,0,0,0,1,0,,codigo_scian,0,,0,6 a 10 personas,CALLE,IGNACIO ALLENDE,286,,,,CALLE IGNACIO ALLENDE 286 COLONIA LOTERIA NACIONAL 02080,COLONIA,LOTERIA NACIONAL,02080,1,09,CIUDAD DE MÉXICO,002,Azcapotzalco,0001,Azcapotzalco,0699,002,09002,0900200010699,0900200010699002,19.46902915,-99.17902126,1,,mduranra@hotmail.com,WWW.TERCERHOGARSC.COM.MX,Fijo,2011-03,2011,03,2020,11,2020-11
