id_denue,clee,nombre_establecimiento,nombre_normalizado,razon_social,codigo_scian,actividad_scian,categoria_enfoque,subcategoria,sector,es_oferta_deportiva,es_gimnasio_acondicionamiento,es_club_deportivo,es_servicio_adulto_mayor,mencion_explicita_adulto_mayor,terminos_adulto_mayor,criterio_adulto_mayor,requiere_revision_manual,motivo_revision,posible_duplicado_nombre_coordenadas,personal_ocupado,tipo_vialidad,nombre_vialidad,numero_exterior,letra_exterior,numero_interior,letra_interior,direccion_limpia,tipo_asentamiento,asentamiento,codigo_postal,codigo_postal_valido,clave_entidad,entidad,clave_alcaldia,alcaldia,clave_localidad,localidad,ageb,manzana,clave_municipio,clave_ageb,clave_manzana,latitud,longitud,coordenadas_validas,telefono,correo_electronico,sitio_web,tipo_unidad_economica,fecha_alta_denue,anio_alta_denue,mes_alta_denue,anio_datos,mes_corte,edicion_denue
8228321,,ACTIVE FITNESS,ACTIVE FITNESS,ACTIVE FITNESS SA DE CV,713943,Centros de acondicionamiento físico del sector privado,oferta_deportiva,acondicionamiento_fisico,privado,1,1,0,0,0,,no_aplica,0,,0,6 a 10 personas,AVENIDA,AQUILES SERDAN,400,,210,,AVENIDA AQUILES SERDAN 400 INT 210 BARRIO SANTA APOLONIA 02790,BARRIO,SANTA APOLONIA,02790,1,09,CIUDAD DE MÉXICO,002,Azcapotzalco,0001,Azcapotzalco,0472,017,09002,0900200010472,0900200010472017,19.47297007,-99.18943306,1,,,WWW.ACTIVEFITNESS.MX,Fijo,2019-11,2019,11,2020,11,2020-11
8646419,,BE FIT,BE FIT,,713943,Centros de acondicionamiento físico del sector privado,oferta_deportiva,acondicionamiento_fisico,privado,1,1,0,0,0,,no_aplica,0,,0,0 a 5 personas,CALLE,FRANCISCO I. MADERO,0,SN,0,,CALLE FRANCISCO I. MADERO 0 SN INT 0 COLONIA LA PROVIDENCIA 02440,COLONIA,LA PROVIDENCIA,02440,1,09,CIUDAD DE MÉXICO,002,Azcapotzalco,0001,Azcapotzalco,0237,013,09002,0900200010237,0900200010237013,19.49321887,-99.21105578,1,,,,Fijo,2019-11,2019,11,2020,11,2020-11
9186159,,BODY BRITE,BODY BRITE,,713943,Centros de acondicionamiento físico del sector privado,oferta_deportiva,acondicionamiento_fisico,privado,1,1,0,0,0,,no_aplica,0,,0,0 a 5 personas,CALLE,EGIPTO,142,,0,,CALLE EGIPTO 142 INT 0 COLONIA CLAVERIA 02080,COLONIA,CLAVERIA,02080,1,09,CIUDAD DE MÉXICO,002,Azcapotzalco,0001,Azcapotzalco,0805,023,09002,0900200010805,0900200010805023,19.46357933,-99.18210318,1,,,,Fijo,2019-11,2019,11,2020,11,2020-11
642812,,BULLY GYM,BULLY GYM,,713943,Centros de acondicionamiento físico del sector privado,oferta_deportiva,acondicionamiento_fisico,privado,1,1,0,0,0,,no_aplica,0,,0,6 a 10 personas,AVENIDA,AQUILES SERDAN,360,,,,AVENIDA AQUILES SERDAN 360 COLONIA PASTEROS 02150,COLONIA,PASTEROS,02150,1,09,CIUDAD DE MÉXICO,002,Azcapotzalco,0001,Azcapotzalco,0190,031,09002,0900200010190,0900200010190031,19.49131121,-99.19562999,1,5553835620,,,Fijo,2010-07,2010,07,2020,11,2020-11
643273,,CAFETERIA PODEROSOS,CAFETERIA PODEROSOS,,713943,Centros de acondicionamiento físico del sector privado,oferta_deportiva,acondicionamiento_fisico,privado,1,1,0,0,0,,no_aplica,0,,0,0 a 5 personas,CALLE,ZACAMIXTLE,147,,,,CALLE ZACAMIXTLE 147 COLONIA PETROLERA 02480,COLONIA,PETROLERA,02480,1,09,CIUDAD DE MÉXICO,002,Azcapotzalco,0001,Azcapotzalco,0434,021,09002,0900200010434,0900200010434021,19.48409444,-99.19816589,1,5520790575,,,Fijo,2010-07,2010,07,2020,11,2020-11
740864,,CENTRO DEPORTIVO VICTORIA DE LAS DEMOCRACIAS,CENTRO DEPORTIVO VICTORIA DE LAS DEMOCRACIAS,ALCALDIA AZCAPOTZALCO,713944,Centros de acondicionamiento físico del sector público,oferta_deportiva,acondicionamiento_fisico,publico,1,1,0,0,0,,no_aplica,0,,0,11 a 30 personas,CALLE,TORONJIL,0,SN,0,,CALLE TORONJIL 0 SN INT 0 COLONIA IGNACIO ALLENDE 02810,COLONIA,IGNACIO ALLENDE,02810,1,09,CIUDAD DE MÉXICO,002,Azcapotzalco,0001,Azcapotzalco,0542,036,09002,0900200010542,0900200010542036,19.46707747,-99.16296313,1,,,,Fijo,2010-07,2010,07,2020,11,2020-11
634315,,CENTRO DEPORTIVO XOCHINAHUAC,CENTRO DEPORTIVO XOCHINAHUAC,GOBIERNO DEL DISTRITO FEDERAL,713944,Centros de acondicionamiento físico del sector público,oferta_deportiva,acondicionamiento_fisico,publico,1,1,0,0,0,,no_aplica,0,,0,0 a 5 personas,CALLE,CANCAB,,SN,,,CALLE CANCAB SN UNIDAD HABITACIONAL SAN MARTÍN XOCHINAHUAC 02110,UNIDAD HABITACIONAL,SAN MARTÍN XOCHINAHUAC,02110,1,09,CIUDAD DE MÉXICO,002,Azcapotzalco,0001,Azcapotzalco,1127,032,09002,0900200011127,0900200011127032,19.50839693,-99.19199545,1,,,,Fijo,2010-07,2010,07,2020,11,2020-11
633550,,CENTRO SOCIAL CULTURAL Y DEPORTIVO VIDEOGRAFO,CENTRO SOCIAL CULTURAL Y DEPORTIVO VIDEOGRAFO,CENTRO SOCIAL CULTURAL Y DEPORTIVO VIDEOGRAFO AC,713941,Clubes deportivos del sector privado,oferta_deportiva,club_deportivo,privado,1,0,1,0,0,,no_aplica,0,,0,0 a 5 personas,CALLE,HIDROGENO,,SN,,,CALLE HIDROGENO SN COLONIA UNIDAD EL ROSARIO CTM 02100,COLONIA,UNIDAD EL ROSARIO CTM,02100,1,09,CIUDAD DE MÉXICO,002,Azcapotzalco,0001,Azcapotzalco,0044,001,09002,0900200010044,0900200010044001,19.50917765,-99.20147735,1,5519280930,,,Fijo,2010-07,2010,07,2020,11,2020-11
641573,,CENTROS DE ACONDICIONAMIENTO FÍSICO DEL SECTOR PRIVADO,CENTROS DE ACONDICIONAMIENTO FISICO DEL SECTOR PRIVADO,GYM BLACK BELL KBBM,713943,Centros de acondicionamiento físico del sector privado,oferta_deportiva,acondicionamiento_fisico,privado,1,1,0,0,0,,no_aplica,0,,0,0 a 5 personas,CALLE,GENERAL JOAQUIN AMARO,259,,,,CALLE GENERAL JOAQUIN AMARO 259 COLONIA AMPLIACION SAN PEDRO XALPA 02719,COLONIA,AMPLIACION SAN PEDRO XALPA,02719,1,09,CIUDAD DE MÉXICO,002,Azcapotzalco,0001,Azcapotzalco,0595,009,09002,0900200010595,0900200010595009,19.48361696,-99.2153737,1,5523091037,,,Fijo,2010-07,2010,07,2020,11,2020-11
7401192,,CLASES DE ZUMBA,CLASES DE ZUMBA,,713943,Centros de acondicionamiento físico del sector privado,oferta_deportiva,acondicionamiento_fisico,privado,1,1,0,0,0,,no_aplica,0,,0,0 a 5 personas,CALLE,REY MAXTLA,157,,,,CALLE REY MAXTLA 157 BARRIO INDUSTRIAL SAN ANTONIO 02760,BARRIO,INDUSTRIAL SAN ANTONIO,02760,1,09,CIUDAD DE MÉXICO,002,Azcapotzalco,0001,Azcapotzalco,1023,028,09002,0900200011023,0900200011023028,19.47812799,-99.19290514,1,,,,Fijo,2019-11,2019,11,2020,11,2020-11
8182735,,CLASES DE ZUMBA,CLASES DE ZUMBA,,713943,Centros de acondicionamiento físico del sector privado,oferta_deportiva,acondicionamiento_fisico,privado,1,1,0,0,0,,no_aplica,0,,0,0 a 5 personas,CALLE,9,274,,0,,CALLE 9 274 INT 0 COLONIA ALDANA 02910,COLONIA,ALDANA,02910,1,09,CIUDAD DE MÉXICO,002,Azcapotzalco,0001,Azcapotzalco,0576,008,09002,0900200010576,0900200010576008,19.4717294,-99.14921694,1,,,,Fijo,2019-11,2019,11,2020,11,2020-11
6430063,,CLUB ATLETICO LOBO,CLUB ATLETICO LOBO,,713943,Centros de acondicionamiento físico del sector privado,oferta_deportiva,acondicionamiento_fisico,privado,1,1,0,0,0,,no_aplica,0,,0,0 a 5 personas,CALLE,CRUZ GALVEZ,325,,0,,CALLE CRUZ GALVEZ 325 INT 0 COLONIA NUEVA SANTA MARIA 02800,COLONIA,NUEVA SANTA MARIA,02800,1,09,CIUDAD DE MÉXICO,002,Azcapotzalco,0001,Azcapotzalco,0720,026,09002,0900200010720,0900200010720026,19.4676068,-99.16527882,1,,,,Fijo,2010-07,2010,07,2020,11,2020-11
644656,,CLUB MANY GIM,CLUB MANY GIM,,713943,Centros de acondicionamiento físico del sector privado,oferta_deportiva,acondicionamiento_fisico,privado,1,1,0,0,0,,no_aplica,0,,0,0 a 5 personas,CALLE,TOCHTLI,,SN,,,CALLE TOCHTLI SN COLONIA SANTA APOLONIA 02790,COLONIA,SANTA APOLONIA,02790,1,09,CIUDAD DE MÉXICO,002,Azcapotzalco,0001,Azcapotzalco,1023,027,09002,0900200011023,0900200011023027,19.47758559,-99.19031398,1,5553535242,,,Fijo,2010-07,2010,07,2020,11,2020-11
668026,,DEPORTIVO INCLÁN,DEPORTIVO INCLAN,,713943,Centros de acondicionamiento físico del sector privado,oferta_deportiva,acondicionamiento_fisico,privado,1,1,0,0,0,,no_aplica,0,,0,6 a 10 personas,CALLE,SAN LUCAS,129,,,,CALLE SAN LUCAS 129 COLONIA EL RECREO 02070,COLONIA,EL RECREO,02070,1,09,CIUDAD DE MÉXICO,002,Azcapotzalco,0001,Azcapotzalco,067A,007,09002,090020001067A,090020001067A007,19.47143723,-99.18313703,1,,deportivoinclan@gmail.com,WWW.DEPORTIVOINCLAN.COM.MX,Fijo,2010-07,2010,07,2020,11,2020-11
641220,,DEPORTIVO RENOVACION NACIONAL,DEPORTIVO RENOVACION NACIONAL,ALCALDIA AZCAPOTZALCO,713944,Centros de acondicionamiento físico del sector público,oferta_deportiva,acondicionamiento_fisico,publico,1,1,0,0,0,,no_aplica,0,,0,6 a 10 personas,CALLE,FRANCISCO SARABIA,,SN,,,CALLE FRANCISCO SARABIA SN COLONIA PROVIDENCIA 02440,COLONIA,PROVIDENCIA,02440,1,09,CIUDAD DE MÉXICO,002,Azcapotzalco,0001,Azcapotzalco,0237,015,09002,0900200010237,0900200010237015,19.49078328,-99.21283223,1,5553474688,,,Fijo,2010-07,2010,07,2020,11,2020-11
638917,,DEPORTIVO REYNOSA,DEPORTIVO REYNOSA,DEPORTIVO REYNOSA,713944,Centros de acondicionamiento físico del sector público,oferta_deportiva,acondicionamiento_fisico,publico,1,1,0,0,0,,no_aplica,0,,0,31 a 50 personas,AVENIDA,SAN PABLO XALPA,0,SN,0,,AVENIDA SAN PABLO XALPA 0 SN INT 0 COLONIA SANTA BARBARA 02230,COLONIA,SANTA BARBARA,02230,1,09,CIUDAD DE MÉXICO,002,Azcapotzalco,0001,Azcapotzalco,0129,009,09002,0900200010129,0900200010129009,19.50147669,-99.18364677,1,53825180,,,Fijo,2010-07,2010,07,2020,11,2020-11
6429534,,EDER GYM GIMNASIO,EDER GYM GIMNASIO,,713943,Centros de acondicionamiento físico del sector privado,oferta_deportiva,acondicionamiento_fisico,privado,1,1,0,0,0,,no_aplica,0,,0,0 a 5 personas,CALLE,CERRADA SOFIA EUGENIA,5,,0,,CALLE CERRADA SOFIA EUGENIA 5 INT 0 PUEBLO SANTA BARBARA 02230,PUEBLO,SANTA BARBARA,02230,1,09,CIUDAD DE MÉXICO,002,Azcapotzalco,0001,Azcapotzalco,0133,009,09002,0900200010133,0900200010133009,19.49793472,-99.1826284,1,5553827955,,,Fijo,2010-07,2010,07,2020,11,2020-11
8117358,,EL TRIANGULO DE LA AMISTAD,EL TRIANGULO DE LA AMISTAD,GOBIERNO DE LA CIUDAD DE MEXICO ALCALDIA AZCAPOZALCO,713944,Centros de acondicionamiento físico del sector público,oferta_deportiva,acondicionamiento_fisico,publico,1,1,0,0,0,,no_aplica,0,,0,0 a 5 personas,CALLE,NORTE 67,0,SN,0,,CALLE NORTE 67 0 SN INT 0 COLONIA OBRERO POPULAR 02840,COLONIA,OBRERO POPULAR,02840,1,09,CIUDAD DE MÉXICO,002,Azcapotzalco,0001,Azcapotzalco,0716,001,09002,0900200010716,0900200010716001,19.46488454,-99.17356818,1,,,,Fijo,2019-11,2019,11,2020,11,2020-11
6738243,,ENERGY FITNESS,ENERGY FITNESS,NEW EVOLUTION FITNESS MEXICO S DE RL DE CV,713943,Centros de acondicionamiento físico del sector privado,oferta_deportiva,acondicionamiento_fisico,privado,1,1,0,0,0,,no_aplica,0,,0,51 a 100 personas,EJE VIAL,1 PONIENTE (CALZADA VALLEJO),1090,,,,EJE VIAL 1 PONIENTE (CALZADA VALLEJO) 1090 COLONIA INDUSTRIAL VALLEJO 02300,COLONIA,INDUSTRIAL VALLEJO,02300,1,09,CIUDAD DE MÉXICO,002,Azcapotzalco,0001,Azcapotzalco,0877,027,09002,0900200010877,0900200010877027,19.48564187,-99.15084999,1,,recepcionvallejo@energyfitness.com.mx,,Fijo,2016-10,2016,10,2020,11,2020-11
7401023,,ESTANCIA DEPORTIVA,ESTANCIA DEPORTIVA,IMSS,713944,Centros de acondicionamiento físico del sector público,oferta_deportiva,acondicionamiento_fisico,publico,1,1,0,0,0,,no_aplica,0,,0,0 a 5 personas,CALLE,CAMINO A SANTA LUCIA,177,,,,CALLE CAMINO A SANTA LUCIA 177 COLONIA PLENITUD 02780,COLONIA,PLENITUD,02780,1,09,CIUDAD DE MÉXICO,002,Azcapotzalco,0001,Azcapotzalco,0650,004,09002,0900200010650,0900200010650004,19.47374068,-99.20061406,1,,,,Fijo,2019-11,2019,11,2020,11,2020-11
9149119,,FIT WAY BODY TRAINING,FIT WAY BODY TRAINING,FITWAY SA DE CV,713943,Centros de acondicionamiento físico del sector privado,oferta_deportiva,acondicionamiento_fisico,privado,1,1,0,0,0,,no_aplica,0,,0,0 a 5 personas,CALLE,PLAN DE SAN LUIS,607,,,A,CALLE PLAN DE SAN LUIS 607 INT A COLONIA VICTORIA DE LAS DEMOCRACIAS 02810,COLONIA,VICTORIA DE LAS DEMOCRACIAS,02810,1,09,CIUDAD DE MÉXICO,002,Azcapotzalco,0001,Azcapotzalco,074A,014,09002,090020001074A,090020001074A014,19.46980254,-99.16615768,1,,,,Fijo,2019-11,2019,11,2020,11,2020-11
653399,,FITNESS SPACE,FITNESS SPACE,,713943,Centros de acondicionamiento físico del sector privado,oferta_deportiva,acondicionamiento_fisico,privado,1,1,0,0,0,,no_aplica,0,,0,0 a 5 personas,CALLE,CAMPO CANTEMOC,410,,0,,CALLE CAMPO CANTEMOC 410 INT 0 PUEBLO SANTA MARIA AMANTLA 02700,PUEBLO,SANTA MARIA AMANTLA,02700,1,09,CIUDAD DE MÉXICO,002,Azcapotzalco,0001,Azcapotzalco,0650,006,09002,0900200010650,0900200010650006,19.47797918,-99.20097774,1,,,,Fijo,2010-07,2010,07,2020,11,2020-11
633371,,FRONTON DE USOS MULTIPLES,FRONTON DE USOS MULTIPLES,LA COMUNIDAD DEL SECTOR 2A EL ROSARIO,713943,Centros de acondicionamiento físico del sector privado,oferta_deportiva,acondicionamiento_fisico,privado,1,1,0,0,0,,no_aplica,0,,0,0 a 5 personas,CALLE,AURIGA,,SN,,,CALLE AURIGA SN COLONIA UNIDAD HABITACIONAL EL ROSARIO 02100,COLONIA,UNIDAD HABITACIONAL EL ROSARIO,02100,1,09,CIUDAD DE MÉXICO,002,Azcapotzalco,0001,Azcapotzalco,0010,015,09002,0900200010010,0900200010010015,19.51469364,-99.20508568,1,,,,Fijo,2010-07,2010,07,2020,11,2020-11
643245,,FUN BODY GYM,FUN BODY GYM,,713943,Centros de acondicionamiento físico del sector privado,oferta_deportiva,acondicionamiento_fisico,privado,1,1,0,0,0,,no_aplica,0,,0,6 a 10 personas,EJE VIAL,3 NORTE (CALZADA SAN ISIDRO),337,,,,EJE VIAL 3 NORTE (CALZADA SAN ISIDRO) 337 COLONIA PETROLERA 02480,COLONIA,PETROLERA,02480,1,09,CIUDAD DE MÉXICO,002,Azcapotzalco,0001,Azcapotzalco,0434,004,09002,0900200010434,0900200010434004,19.48326883,-99.20117049,1,5563956729,,,Fijo,2010-07,2010,07,2020,11,2020-11
680663,,FUTBOL CATORCE,FUTBOL CATORCE,,713943,Centros de acondicionamiento físico del sector privado,oferta_deportiva,acondicionamiento_fisico,privado,1,1,0,0,0,,no_aplica,0,,0,6 a 10 personas,AVENIDA,AQUILES SERDAN,1025,,,,AVENIDA AQUILES SERDAN 1025 COLONIA EL ROSARIO 02100,COLONIA,EL ROSARIO,02100,1,09,CIUDAD DE MÉXICO,002,Azcapotzalco,0001,Azcapotzalco,0928,009,09002,0900200010928,0900200010928009,19.50302436,-99.20521224,1,,futbolcatorce7@gmail.com,,Fijo,2014-12,2014,12,2020,11,2020-11
642701,,GABRIELS GYM GIMNASIO,GABRIELS GYM GIMNASIO,,713943,Centros de acondicionamiento físico del sector privado,oferta_deportiva,acondicionamiento_fisico,privado,1,1,0,0,0,,no_aplica,0,,0,0 a 5 personas,CALLE,FRESNOS,20,,,,CALLE FRESNOS 20 COLONIA PASTEROS 02150,COLONIA,PASTEROS,02150,1,09,CIUDAD DE MÉXICO,002,Azcapotzalco,0001,Azcapotzalco,0190,016,09002,0900200010190,0900200010190016,19.49602949,-99.19314782,1,5553826246,,,Fijo,2010-07,2010,07,2020,11,2020-11
682249,,GIM CRULLFITNESS CENTER,GIM CRULLFITNESS CENTER,,713943,Centros de acondicionamiento físico del sector privado,oferta_deportiva,acondicionamiento_fisico,privado,1,1,0,0,0,,no_aplica,0,,0,0 a 5 personas,AVENIDA,TEZOZOMOC,220,,,,AVENIDA TEZOZOMOC 220 COLONIA SAN MIGUEL AMANTLA 02720,COLONIA,SAN MIGUEL AMANTLA,02720,1,09,CIUDAD DE MÉXICO,002,Azcapotzalco,0001,Azcapotzalco,1019,004,09002,0900200011019,0900200011019004,19.48130375,-99.19833019,1,,,,Fijo,2014-12,2014,12,2020,11,2020-11
6738244,,GIMNASIO,GIMNASIO,NEW EVOLUTION FITNESS MEXICO S DE RL DE CV,713943,Centros de acondicionamiento físico del sector privado,oferta_deportiva,acondicionamiento_fisico,privado,1,1,0,0,0,,no_aplica,0,,0,31 a 50 personas,AVENIDA,JARDÍN,330,,0,,AVENIDA JARDÍN 330 INT 0 COLONIA DEL GAS 02950,COLONIA,DEL GAS,02950,1,09,CIUDAD DE MÉXICO,002,Azcapotzalco,0001,Azcapotzalco,0542,003,09002,0900200010542,0900200010542003,19.46866314,-99.15943977,1,,recepcionjardin@mxgym.mx,WWW.MXGYM.MX,Fijo,2016-10,2016,10,2020,11,2020-11
633339,,GIMNASIO CHINCOYAS GYM,GIMNASIO CHINCOYAS GYM,,713943,Centros de acondicionamiento físico del sector privado,oferta_deportiva,acondicionamiento_fisico,privado,1,1,0,0,0,,no_aplica,0,,0,0 a 5 personas,CALLE,HERREROS,81,SN,,,CALLE HERREROS 81 SN COLONIA EL ROSARIO 02100,COLONIA,EL ROSARIO,02100,1,09,CIUDAD DE MÉXICO,002,Azcapotzalco,0001,Azcapotzalco,0010,004,09002,0900200010010,0900200010010004,19.51172382,-99.20600952,1,5553829159,,,Fijo,2010-07,2010,07,2020,11,2020-11
682660,,GIMNASIO FITNESS GYM,GIMNASIO FITNESS GYM,,713943,Centros de acondicionamiento físico del sector privado,oferta_deportiva,acondicionamiento_fisico,privado,1,1,0,0,0,,no_aplica,0,,0,0 a 5 personas,CALLE,LEOPOLDO BLACKALLER,71,,,,CALLE LEOPOLDO BLACKALLER 71 COLONIA AMPLIACION SAN PEDRO XALPA 02710,COLONIA,AMPLIACION SAN PEDRO XALPA,02710,1,09,CIUDAD DE MÉXICO,002,Azcapotzalco,0001,Azcapotzalco,0627,007,09002,0900200010627,0900200010627007,19.47732687,-99.21867299,1,,,,Fijo,2014-12,2014,12,2020,11,2020-11
726237,,GIMNASIO FUENTES GYM FITNESS,GIMNASIO FUENTES GYM FITNESS,,713943,Centros de acondicionamiento físico del sector privado,oferta_deportiva,acondicionamiento_fisico,privado,1,1,0,0,0,,no_aplica,0,,0,11 a 30 personas,AVENIDA,CLAVERIA,180,,,,AVENIDA CLAVERIA 180 COLONIA CLAVERIA 02080,COLONIA,CLAVERIA,02080,1,09,CIUDAD DE MÉXICO,002,Azcapotzalco,0001,Azcapotzalco,0701,001,09002,0900200010701,0900200010701001,19.46509173,-99.18015623,1,,contacto@fuentesgym.com.mx,WWW.FUENTESGYM.COM.MX,Fijo,2010-07,2010,07,2020,11,2020-11
644664,,GIMNASIO GRECIA,GIMNASIO GRECIA,,713943,Centros de acondicionamiento físico del sector privado,oferta_deportiva,acondicionamiento_fisico,privado,1,1,0,0,0,,no_aplica,0,,0,0 a 5 personas,CALLE,AMADO NERVO,8,,,,CALLE AMADO NERVO 8 PUEBLO SAN FRANCISCO TETECALA 02730,PUEBLO,SAN FRANCISCO TETECALA,02730,1,09,CIUDAD DE MÉXICO,002,Azcapotzalco,0001,Azcapotzalco,1023,026,09002,0900200011023,0900200011023026,19.47898404,-99.1909195,1,,,,Fijo,2010-07,2010,07,2020,11,2020-11
8704215,,GIMNASIO JARDIN,GIMNASIO JARDIN,,713943,Centros de acondicionamiento físico del sector privado,oferta_deportiva,acondicionamiento_fisico,privado,1,1,0,0,0,,no_aplica,0,,0,6 a 10 personas,CERRADA,TERCERA JARDIN,15,,,,CERRADA TERCERA JARDIN 15 COLONIA AMPLIACION DEL GAS 02970,COLONIA,AMPLIACION DEL GAS,02970,1,09,CIUDAD DE MÉXICO,002,Azcapotzalco,0001,Azcapotzalco,0542,003,09002,0900200010542,0900200010542003,19.46758627,-99.15973368,1,5529493750,,,Fijo,2019-11,2019,11,2020,11,2020-11
648967,,GIMNASIO LOIERO GYM,GIMNASIO LOIERO GYM,CENTRO INTEGRAL DE SALUD Y BIENESTAR LOIEROS SA DE CV,713943,Centros de acondicionamiento físico del sector privado,oferta_deportiva,acondicionamiento_fisico,privado,1,1,0,0,0,,no_aplica,0,,0,6 a 10 personas,CALLE,BELISARIO DOMINGUEZ,201,,,,CALLE BELISARIO DOMINGUEZ 201 COLONIA VILLA AZCAPOTZALCO 02000,COLONIA,VILLA AZCAPOTZALCO,02000,1,09,CIUDAD DE MÉXICO,002,Azcapotzalco,0001,Azcapotzalco,0311,007,09002,0900200010311,0900200010311007,19.48200987,-99.18414249,1,,,,Fijo,2010-07,2010,07,2020,11,2020-11
681911,,GIMNASIO M ALAK,GIMNASIO M ALAK,,713943,Centros de acondicionamiento físico del sector privado,oferta_deportiva,acondicionamiento_fisico,privado,1,1,0,0,0,,no_aplica,0,,0,0 a 5 personas,CALLE,LACANDONES NORTE,92,,,,CALLE LACANDONES NORTE 92 COLONIA MIGUEL HIDALGO 02450,COLONIA,MIGUEL HIDALGO,02450,1,09,CIUDAD DE MÉXICO,002,Azcapotzalco,0001,Azcapotzalco,0260,013,09002,0900200010260,0900200010260013,19.49117074,-99.19800304,1,,,,Fijo,2014-12,2014,12,2020,11,2020-11
681796,,GIMNASIO SIN NOMBRE,GIMNASIO SIN NOMBRE,,713943,Centros de acondicionamiento físico del sector privado,oferta_deportiva,acondicionamiento_fisico,privado,1,1,0,0,0,,no_aplica,0,,0,0 a 5 personas,CERRADA,CERRADA VICTOR HERNANDEZ COVARRUBIAS,135,B,0,,CERRADA CERRADA VICTOR HERNANDEZ COVARRUBIAS 135 B INT 0 COLONIA SAN JUAN TLIHUACA 02400,COLONIA,SAN JUAN TLIHUACA,02400,1,09,CIUDAD DE MÉXICO,002,Azcapotzalco,0001,Azcapotzalco,099A,001,09002,090020001099A,090020001099A001,19.49560951,-99.20631751,1,,,,Fijo,2014-12,2014,12,2020,11,2020-11
739204,,GIOVANNA SPA,GIOVANNA SPA,,713943,Centros de acondicionamiento físico del sector privado,oferta_deportiva,acondicionamiento_fisico,privado,1,1,0,0,0,,no_aplica,0,,0,0 a 5 personas,CALLE,MEMBRILLO,170,3,0,,CALLE MEMBRILLO 170 3 INT 0 COLONIA NUEVA SANTA MARIA 02800,COLONIA,NUEVA SANTA MARIA,02800,1,09,CIUDAD DE MÉXICO,002,Azcapotzalco,0001,Azcapotzalco,0839,006,09002,0900200010839,0900200010839006,19.46417967,-99.16952875,1,,,,Fijo,2010-07,2010,07,2020,11,2020-11
680627,,GO FITNESS,GO FITNESS,OPERFIT SA DE CV,713943,Centros de acondicionamiento físico del sector privado,oferta_deportiva,acondicionamiento_fisico,privado,1,1,0,0,0,,no_aplica,0,,0,31 a 50 personas,AVENIDA,AQUILES SERDAN,1025,,,,AVENIDA AQUILES SERDAN 1025 COLONIA EL ROSARIO 02100,COLONIA,EL ROSARIO,02100,1,09,CIUDAD DE MÉXICO,002,Azcapotzalco,0001,Azcapotzalco,0928,009,09002,0900200010928,0900200010928009,19.50302436,-99.20521224,1,,,WWW.GOFITNESS.MX,Fijo,2014-12,2014,12,2020,11,2020-11
8000827,,GRUPO HANNA,GRUPO HANNA,,713943,Centros de acondicionamiento físico del sector privado,oferta_deportiva,acondicionamiento_fisico,privado,1,1,0,0,0,,no_aplica,0,,0,0 a 5 personas,CALLE,FRANCISCO I. MADERO,211,,,,CALLE FRANCISCO I. MADERO 211 COLONIA PROVIDENCIA 02440,COLONIA,PROVIDENCIA,02440,1,09,CIUDAD DE MÉXICO,002,Azcapotzalco,0001,Azcapotzalco,1004,019,09002,0900200011004,0900200011004019,19.49214835,-99.20752786,1,5554981192,garcialuzyaret@gmail.com,,Fijo,2019-11,2019,11,2020,11,2020-11
668609,,GYM BODY BUILDING CENTER,GYM BODY BUILDING CENTER,,713943,Centros de acondicionamiento físico del sector privado,oferta_deportiva,acondicionamiento_fisico,privado,1,1,0,0,0,,no_aplica,0,,0,6 a 10 personas,CALLE,HELIOPOLIS,79,,,,CALLE HELIOPOLIS 79 COLONIA CLAVERIA 02080,COLONIA,CLAVERIA,02080,1,09,CIUDAD DE MÉXICO,002,Azcapotzalco,0001,Azcapotzalco,0684,019,09002,0900200010684,0900200010684019,19.4691182,-99.18451377,1,,,,Fijo,2010-07,2010,07,2020,11,2020-11
682577,,GYM JAGUARES TKD SAN PEDRO XALPA VESTA,GYM JAGUARES TKD SAN PEDRO XALPA VESTA,,713943,Centros de acondicionamiento físico del sector privado,oferta_deportiva,acondicionamiento_fisico,privado,1,1,0,0,0,,no_aplica,0,,0,6 a 10 personas,CALLE,GENERAL JOAQUIN AMARO,69,,,,CALLE GENERAL JOAQUIN AMARO 69 COLONIA AMPLIACION SAN PEDRO XALPA 02719,COLONIA,AMPLIACION SAN PEDRO XALPA,02719,1,09,CIUDAD DE MÉXICO,002,Azcapotzalco,0001,Azcapotzalco,0612,001,09002,0900200010612,0900200010612001,19.47902491,-99.21681618,1,,,,Fijo,2014-12,2014,12,2020,11,2020-11
9174379,,GYM KO 7 BOX,GYM KO 7 BOX,GYM KO 7 BOX,713943,Centros de acondicionamiento físico del sector privado,oferta_deportiva,acondicionamiento_fisico,privado,1,1,0,0,0,,no_aplica,0,,0,6 a 10 personas,EJE VIAL,3 NORTE (CALZADA CAMARONES),639,B,0,,EJE VIAL 3 NORTE (CALZADA CAMARONES) 639 B INT 0 COLONIA SANTA MARIA MANINALCO 02050,COLONIA,SANTA MARIA MANINALCO,02050,1,09,CIUDAD DE MÉXICO,002,Azcapotzalco,0001,Azcapotzalco,0487,023,09002,0900200010487,0900200010487023,19.47694155,-99.18360514,1,,gymko7box@gmail.com,,Fijo,2019-11,2019,11,2020,11,2020-11
